site;gini;PC1nutri;PC2nutri;valor_s;valor_t;ph;faba;silte;PC1;PC2;biomassa_z_kg;log_biomass;produt_z_g.ano;log_produt;SR;PD;MPD;MNTD;SESPD;SESMPD;SESMNTD;SESPDab;SESMPDab;SESMNTDab;PSV;PSR;PSE;PSEab;PSC;ppt;tmax;tmin;pet;vpd;altitude;declividade;idade_anos;unbias.simp;shannon;mcwd;pcps1;pcps2;riq_inicial;c_solo;c_soloid;n_solo;n_sid;c.n_solo;c.n_soloid;PC1_clima
ML;0.396879311;1.95128275;-0.712983831;0.15;7.5;4.35;0.838024988;63;0.986160658;-1.703115184;672.1260813;6.510445944;112021.0135;11.62644175;5;426.274572;0.246613577;0.309049592;-1.52461708;-1.476010991;-1.179554222;-1.334676777;-1.574727145;-1.288532062;0.692175315;3.460876577;0.308266973;0.511029247;0.49337749;102.6449993;27.19666672;18.43666674;94.74;0.6345;54;30;6;0.716666667;1.320888343;-279.7601573;-0.215927434;0.030929892;95;1.98;0.33;0.1;0.016666667;19.8;3.3;0.344891664
ML;0.435219009;1.95128275;-0.712983831;0.15;7.5;4.35;0.674883557;63;0.986160658;-1.703115184;1026.352004;6.933766051;171058.6674;12.04976186;7;550.547872;0.436280825;0.222609929;-2.448056859;-0.551843919;-2.955185642;-1.540672776;-0.558902047;-2.836207721;0.778826315;5.451784207;0.508994297;0.725373956;0.274509913;102.6449993;27.19666672;18.43666674;94.74;0.6345;54;30;6;0.867647059;1.809010284;-279.7601573;-0.098203379;-0.083577661;95;1.98;0.33;0.1;0.016666667;19.8;3.3;0.344891664
ML;0.353482014;2.075508064;-0.589799657;0.05;7.15;4.55;0.580363822;75;-0.237278041;-0.546670402;688.46247;6.534460807;137692.494;11.83277817;11;1048.265476;0.592506426;0.533713654;0.35785982;1.277134772;0.524227614;0.616170735;1.219244012;0.580617042;0.866571068;9.532281743;0.651757072;0.77307836;0.578625236;102.6449993;27.19666672;18.43666674;94.74;0.6345;55;19;5;0.952380952;2.303488495;-302.2789764;-0.005030647;-0.110226604;95;1.575;0.315;0.085;0.017;18.52941176;3.705882353;0.344891664
ML;0.414222536;2.075508064;-0.589799657;0.05;7.15;4.55;0.335742287;75;-0.237278041;-0.546670402;703.671666;6.556311864;140734.3332;11.85462923;13;1188.141712;0.620828099;0.480648173;0.582561797;0.515329676;0.398590003;0.567138584;0.548208998;0.38027678;0.833381892;10.83396459;0.672563776;0.766397775;0.536273475;102.6449993;27.19666672;18.43666674;94.74;0.6345;55;19;5;0.928104575;2.366289318;-302.2789764;0.099043647;-0.147811687;95;1.575;0.315;0.085;0.017;18.52941176;3.705882353;0.344891664
ML;0.576874869;2.075508064;-0.589799657;0.05;7.15;4.55;0.927541385;75;-0.237278041;-0.546670402;1079.921512;6.984643643;215984.3023;12.28296101;12;912.420015;0.163246959;0.207082731;-1.417852298;-0.59318872;-2.293356363;-1.300656809;-0.565344076;-2.233573716;0.789092946;9.469115356;0.178087592;0.753218479;0.335265177;102.6449993;27.19666672;18.43666674;94.74;0.6345;55;19;5;0.958333333;2.393312123;-302.2789764;-0.243404343;0.0870298;95;1.575;0.315;0.085;0.017;18.52941176;3.705882353;0.344891664
ML;0.413621049;2.075508064;-0.589799657;0.05;7.15;4.55;0.388247339;75;-0.237278041;-0.546670402;564.1602275;6.335338302;112832.0455;11.63365567;15;1146.180461;0.570218591;0.283620905;-0.952440638;-0.226060493;-1.657006528;-1.018511173;-0.174264849;-1.608316094;0.805388592;12.08082888;0.610948492;0.756099166;0.369917258;102.6449993;27.19666672;18.43666674;94.74;0.6345;55;19;5;0.970760234;2.625048159;-302.2789764;0.044879088;-0.155242351;95;1.575;0.315;0.085;0.017;18.52941176;3.705882353;0.344891664
ML;0.521360896;2.075508064;-0.589799657;0.05;7.15;4.55;0.990559407;75;-0.237278041;-0.546670402;503.7904989;6.222160505;100758.0998;11.52047787;8;745.110403;0.221668017;0.409151109;-0.55138571;-0.236110519;-0.098559947;-0.308902131;-0.256661819;-0.092604979;0.799140646;6.393125165;0.253334879;0.597004262;0.570211584;102.6449993;27.19666672;18.43666674;94.74;0.6345;55;19;5;0.828571429;1.771623956;-302.2789764;-0.161683035;0.044137368;95;1.575;0.315;0.085;0.017;18.52941176;3.705882353;0.344891664
MP;0.461154815;-4.008957793;-0.703178262;3.9;6.2;5.3;0.485360309;157;-0.627149475;1.108822832;413.2858684;6.024139529;68880.97807;11.14013534;10;759.959349;0.479924265;0.199438248;-1.786540573;-1.044924498;-1.838582699;-1.487448824;-0.894912494;-1.766077887;0.769635075;7.696350749;0.533249185;0.683331994;0.383711274;131.7349995;24.98500001;14.66000005;86.16;0.499833333;459;33.5;6;0.809230769;1.852365905;-297.9123444;0.12308838;0.103026621;95;1.145;0.190833333;0.11;0.018333333;10.40909091;1.734848485;-3.283502971
MP;0.422501225;-4.008957793;-0.703178262;3.9;6.2;5.3;0.875172309;157;-0.627149475;1.108822832;274.0766207;5.613407705;45679.43679;10.72940351;8;688.6502;0.303948985;0.27046771;-0.831654938;-1.072860181;-0.502708576;-0.870341311;-1.05005237;-0.56644652;0.755509432;6.044075456;0.34737027;0.721377512;0.525959502;131.7349995;24.98500001;14.66000005;86.16;0.499833333;459;33.5;6;0.842857143;1.822617832;-297.9123444;-0.203045406;0.068122666;95;1.145;0.190833333;0.11;0.018333333;10.40909091;1.734848485;-3.283502971
MP;0.288904423;-4.008957793;-0.703178262;3.9;6.2;5.3;0.269178327;157;-0.627149475;1.108822832;203.0156646;5.313283142;33835.9441;10.42927895;8;697.742492;0.636221169;0.616900662;-0.832428856;-0.242121941;-1.12470982;-0.755090607;-0.221091715;-1.092270887;0.801901626;6.415213006;0.727109909;0.806178029;0.469882184;131.7349995;24.98500001;14.66000005;86.16;0.499833333;459;33.5;6;0.972222222;2.043191871;-297.9123444;0.290837292;0.1212148;95;1.145;0.190833333;0.11;0.018333333;10.40909091;1.734848485;-3.283502971
MP;0.357748184;-4.008957793;-0.703178262;3.9;6.2;5.3;0.929852717;157;-0.627149475;1.108822832;152.382343;5.026392777;25397.05717;10.14238859;6;502.938413;0.203750766;0.22467776;-1.943799492;-1.164278803;-1.396627279;-1.626548184;-1.020039083;-1.402519143;0.733129373;4.398776237;0.244500921;0.641978174;0.453641943;131.7349995;24.98500001;14.66000005;86.16;0.499833333;459;33.5;6;0.892857143;1.667461933;-297.9123444;-0.230247449;0.093716302;95;1.145;0.190833333;0.11;0.018333333;10.40909091;1.734848485;-3.283502971
MP;0.387372073;-4.008957793;-0.703178262;3.9;6.2;5.3;0.747734699;157;-0.627149475;1.108822832;453.4949889;6.11698422;75582.49816;11.23298003;10;592.069469;0.412684725;0.299426186;-2.989109689;-5.323759763;-2.4031094;-4.202106522;-5.284939228;-2.194574063;0.57043561;5.704356103;0.458538585;0.608127053;0.332635193;131.7349995;24.98500001;14.66000005;86.16;0.499833333;459;33.5;6;0.906666667;2.155185249;-297.9123444;-0.098167872;0.057982084;95;1.145;0.190833333;0.11;0.018333333;10.40909091;1.734848485;-3.283502971
MP;0.340814028;-4.008957793;-0.703178262;3.9;6.2;5.3;0.117195742;157;-0.627149475;1.108822832;303.7825341;5.716312097;50630.42236;10.83230791;5;427.741816;0.216709833;0.717714853;-1.335006942;-1.325626631;-1.350578579;-1.401862587;-1.329786103;-1.44924972;0.712538357;3.562691786;0.270887293;0.684564304;0.463238795;131.7349995;24.98500001;14.66000005;86.16;0.499833333;459;33.5;6;0.725;1.353591352;-297.9123444;0.297504163;0.281944655;95;1.145;0.190833333;0.11;0.018333333;10.40909091;1.734848485;-3.283502971
REGUA;0.471366747;-0.687269845;-2.32017859;1.3;6.7;4.7;0.435950156;138;-1.061119578;1.274187826;231.9499106;5.446521446;46389.98213;10.74483881;12;781.954316;0.676246821;0.436576651;-2.664579225;-2.383047927;-2.508329124;-2.67884809;-2.379323588;-2.594879291;0.723320871;8.679850446;0.737723808;0.733270186;0.30829946;114.9833337;26.72166662;16.6400001;92.15666667;0.580333333;91;0;5;0.941176471;2.351257284;-365.4053345;0.189228327;-0.040169246;217;1.445;0.289;0.11;0.022;13.13636364;2.627272727;-0.996898183
REGUA;0.338145389;-0.687269845;-2.32017859;1.3;6.7;4.7;0.643358825;138;-1.061119578;1.274187826;342.4587014;5.836151071;68491.74028;11.13446844;13;950.536173;0.587114339;0.264366652;-1.845384186;-1.129172522;-1.675466604;-1.823909396;-1.018814697;-1.54891564;0.772805794;10.04647532;0.636040536;0.772938914;0.380258603;114.9833337;26.72166662;16.6400001;92.15666667;0.580333333;91;0;5;0.952380952;2.466577144;-365.4053345;0.022366007;-0.055766545;217;1.445;0.289;0.11;0.022;13.13636364;2.627272727;-0.996898183
REGUA;0.375857339;-0.687269845;-2.32017859;1.3;6.7;4.7;0.38615986;138;-1.061119578;1.274187826;180.6745634;5.196697421;36134.91268;10.49501479;10;851.161971;0.666823614;0.418256139;-0.666223488;-0.156894274;-1.09048285;-0.821731026;-0.182437957;-1.004176376;0.804068019;8.040680193;0.740915129;0.787671093;0.453519111;114.9833337;26.72166662;16.6400001;92.15666667;0.580333333;91;0;5;0.948717949;2.204785417;-365.4053345;0.205670532;-0.036208765;217;1.445;0.289;0.11;0.022;13.13636364;2.627272727;-0.996898183
REGUA;0.463810316;-0.687269845;-2.32017859;1.3;6.7;4.7;0.226987875;138;-1.061119578;1.274187826;430.9354679;6.065958352;86187.09357;11.36427572;10;919.865152;0.553039884;0.635647185;-0.214839478;0.253837328;0.058644549;0.003504854;0.309326654;0.061276288;0.826932054;8.26932054;0.614488762;0.776263326;0.554083946;114.9833337;26.72166662;16.6400001;92.15666667;0.580333333;91;0;5;0.888888889;2.058223904;-365.4053345;0.332726266;0.12216786;217;1.445;0.289;0.11;0.022;13.13636364;2.627272727;-0.996898183
REGUA;0.181319777;-0.687269845;-2.32017859;1.3;6.7;4.7;0.327956204;138;-1.061119578;1.274187826;424.5616418;6.051057206;84912.32837;11.34937457;7;601.241943;0.6157337;0.632394812;-1.29798884;-1.257382556;-0.77714085;-1.055901199;-1.253577302;-0.735082929;0.738493294;5.169453057;0.718355986;0.705726155;0.510188281;114.9833337;26.72166662;16.6400001;92.15666667;0.580333333;91;0;5;0.85620915;1.769036161;-365.4053345;0.183279413;-0.060358718;217;1.445;0.289;0.11;0.022;13.13636364;2.627272727;-0.996898183
REGUA;0.291696302;0.401238569;-0.960471316;1.1;7.3;4.85;0.663906201;122.5;1.021407407;0.099367026;399.2147098;5.989499392;99803.67745;11.51096031;17;1412.598898;0.556030059;0.377374161;-0.025370184;-0.347848355;0.621085849;0.084855236;-0.302057871;0.71803606;0.802857263;13.64857348;0.59078194;0.800679776;0.510619306;110.7016665;27.49500001;17.80166669;94.47;0.634;61;15;4;0.948616601;2.642319154;-391.1695251;-0.006930655;-0.026828461;95;1.555;0.38875;0.095;0.02375;16.36842105;4.092105263;-0.022426887
REGUA;0.248560191;0.401238569;-0.960471316;1.1;7.3;4.85;0.386386183;122.5;1.021407407;0.099367026;223.0390679;5.407346948;55759.76697;10.92880787;11;1061.298614;0.647969623;0.624575274;0.719284012;0.797042119;0.556140056;0.938854178;0.804673936;0.582781048;0.846616176;9.312777933;0.712766589;0.834133346;0.581724774;110.7016665;27.49500001;17.80166669;94.47;0.634;61;15;4;0.948529412;2.313153679;-391.1695251;0.118451923;-0.089718254;95;1.555;0.38875;0.095;0.02375;16.36842105;4.092105263;-0.022426887
REGUA;0.344562392;0.401238569;-0.960471316;1.1;7.3;4.85;0.499535033;122.5;1.021407407;0.099367026;294.1558297;5.68410966;73538.95743;11.20557058;14;1213.771434;0.629974963;0.480100434;0.19773;-0.066071445;0.510289243;0.158942612;-0.040460264;0.41929257;0.811875334;11.36625468;0.678434579;0.825088269;0.532655497;110.7016665;27.49500001;17.80166669;94.47;0.634;61;15;4;0.977941176;2.588573163;-391.1695251;0.065176902;-0.093955273;95;1.555;0.38875;0.095;0.02375;16.36842105;4.092105263;-0.022426887
REGUA;0.271622935;0.401238569;-0.960471316;1.1;7.3;4.85;0.170157726;122.5;1.021407407;0.099367026;236.5043028;5.465966401;59126.07569;10.98742732;12;1060.875734;0.577431363;0.724032229;-0.045408001;0.422247189;-0.31324618;0.0771734;0.475853745;-0.239221054;0.831470127;9.977641528;0.629925125;0.827162036;0.500392982;110.7016665;27.49500001;17.80166669;94.47;0.634;61;15;4;0.958333333;2.393312123;-391.1695251;0.30322383;0.075523789;95;1.555;0.38875;0.095;0.02375;16.36842105;4.092105263;-0.022426887
REGUA;0.337569476;0.401238569;-0.960471316;1.1;7.3;4.85;0.076242473;122.5;1.021407407;0.099367026;191.0882742;5.25273549;47772.06856;10.77419641;9;804.80245;0.691218393;0.482312514;-0.536042568;0.099115209;-0.733697418;-0.459368652;0.130870457;-0.756615051;0.817983082;7.361847737;0.777620695;0.785472308;0.484450095;110.7016665;27.49500001;17.80166669;94.47;0.634;61;15;4;0.908333333;2.046738533;-391.1695251;0.361181903;0.175753204;95;1.555;0.38875;0.095;0.02375;16.36842105;4.092105263;-0.022426887
REGUA;0.314769568;0.401238569;-0.960471316;1.1;7.3;4.85;0.485710613;122.5;1.021407407;0.099367026;211.6169872;5.354777976;52904.24679;10.87623889;12;1112.500415;0.622163617;0.371438739;0.62984312;0.594068421;0.426170444;0.601718082;0.51304177;0.446863058;0.835824585;10.02989502;0.678723948;0.774785169;0.557551155;110.7016665;27.49500001;17.80166669;94.47;0.634;61;15;4;0.935672515;2.333196714;-391.1695251;0.090337591;-0.075078043;95;1.555;0.38875;0.095;0.02375;16.36842105;4.092105263;-0.022426887
REGUA;0.37110335;0.401238569;-0.960471316;1.1;7.3;4.85;0.265036839;122.5;1.021407407;0.099367026;237.0187697;5.468139335;59254.69243;10.98960025;7;779.917868;0.64995975;0.806697045;1.099151485;0.754541777;1.426643999;1.303881709;0.732293831;1.475581511;0.855997205;5.991980435;0.758286378;0.794393086;0.767538198;110.7016665;27.49500001;17.80166669;94.47;0.634;61;15;4;0.80952381;1.674408937;-391.1695251;0.272123506;0.073097572;95;1.555;0.38875;0.095;0.02375;16.36842105;4.092105263;-0.022426887
REGUA;0.213557091;0.401238569;-0.960471316;1.1;7.3;4.85;0;122.5;1.021407407;0.099367026;181.245575;5.19985288;45311.39374;10.7213138;7;791.873477;0.38432228;0.789087001;1.546322602;0.965091406;1.665511511;1.698164001;0.921300312;1.716979917;0.868634155;6.080439087;0.448375995;0.813737549;0.789532131;110.7016665;27.49500001;17.80166669;94.47;0.634;61;15;4;0.858333333;1.771016369;-391.1695251;0.329247845;0.279172116;95;1.555;0.38875;0.095;0.02375;16.36842105;4.092105263;-0.022426887
RESENDE;0.296556541;2.846251756;-0.743067444;0.4;12.1;4.15;0.403859064;217;4.065270053;-0.448374955;288.8326363;5.665847407;57766.52725;10.96416477;11;1086.075318;0.664002646;0.545100454;1.197091386;0.652643703;1.072024473;1.202430184;0.644428786;1.067445823;0.84122538;9.253479176;0.730402914;0.830743043;0.623287229;126.3149999;26.88833345;15.11833337;89.685;0.694;444;27.5;5;0.931578947;2.276422686;-386.5801697;0.196366208;0.048016892;76;1.82;0.364;0.175;0.035;10.4;2.08;-1.852349087
RESENDE;0.314761405;2.846251756;-0.743067444;0.4;12.1;4.15;0.745368961;217;4.065270053;-0.448374955;147.9796179;4.997074547;29595.92358;10.29539191;10;809.792956;0.419947587;0.338790092;-1.254625776;-1.16394738;-0.841973667;-1.301825472;-1.131750595;-0.878119347;0.762641423;7.626414232;0.466608433;0.754756458;0.46731103;126.3149999;26.88833345;15.11833337;89.685;0.694;444;27.5;5;0.96969697;2.25385759;-386.5801697;-0.115182508;0.044658002;76;1.82;0.364;0.175;0.035;10.4;2.08;-1.852349087
RESENDE;0.422078224;2.846251756;-0.743067444;0.4;12.1;4.15;0.720877648;217;4.065270053;-0.448374955;209.4428421;5.344450872;41888.56843;10.64276824;13;1203.888955;0.469831631;0.316267711;0.701455766;0.513339045;0.729867798;0.677617951;0.528884089;0.801551974;0.832686825;10.82492873;0.508984269;0.833550604;0.567181572;126.3149999;26.88833345;15.11833337;89.685;0.694;444;27.5;5;0.954248366;2.447151308;-386.5801697;-0.081601588;-0.000276274;76;1.82;0.364;0.175;0.035;10.4;2.08;-1.852349087
RESENDE;0.330719557;2.846251756;-0.743067444;0.4;12.1;4.15;0.834955668;217;4.065270053;-0.448374955;132.3451838;4.885413538;26469.03676;10.1837309;4;299.220165;0.326603955;0.309329213;-2.509024377;-2.51531826;-2.157227636;-3.420294981;-2.784379586;-2.085327256;0.552487252;2.209949008;0.435471943;0.627146896;0.367247279;126.3149999;26.88833345;15.11833337;89.685;0.694;444;27.5;5;0.785714286;1.255482325;-386.5801697;-0.149248293;0.078065447;76;1.82;0.364;0.175;0.035;10.4;2.08;-1.852349087
RESENDE;0.342469136;2.846251756;-0.743067444;0.4;12.1;4.15;0.450143888;217;4.065270053;-0.448374955;170.3718472;5.137983385;34074.36944;10.43630075;9;887.47386;0.590324064;0.616942705;0.6711602;0.418023232;0.781886959;0.615274071;0.334297945;0.73170087;0.832182837;7.489645531;0.664114576;0.830290921;0.633991185;126.3149999;26.88833345;15.11833337;89.685;0.694;444;27.5;5;0.977777778;2.163955657;-386.5801697;0.042656775;-0.134080494;76;1.82;0.364;0.175;0.035;10.4;2.08;-1.852349087
RESENDE;0.426588475;-2.614210095;-0.678718832;3.3;8.25;4.7;0.214988171;286.5;2.534919343;1.590075243;381.8849591;5.945119409;76376.99182;11.24343678;10;868.507017;0.506418838;0.750335606;-0.470487454;-0.183878067;-0.667536309;-0.50116256;-0.251059954;-0.659095341;0.803883396;8.038833961;0.562687601;0.775584405;0.486321384;126.3149999;26.88833345;15.11833337;89.685;0.694;430;9.3;5;0.828571429;1.908036835;-386.5801697;0.266107757;0.180652662;76;1.4;0.28;0.15;0.03;9.333333333;1.866666667;-1.852349087
RESENDE;0.458260933;1.721095242;0.9141618;0.2;6;4.35;0.830849404;113.5;0.652273528;0.091096534;289.1762382;5.667036323;57835.24764;10.96535369;10;872.585962;0.300287693;0.286008779;-0.635365578;-0.783625009;-0.101071578;-0.438644526;-0.854571958;-0.060586117;0.777553236;7.775532358;0.333652993;0.715147926;0.541646685;128.3983327;26.04666669;14.33500002;89.68;0.6335;550;35;5;0.941666667;2.220025328;-387.2353134;-0.198444;0.030353262;42;1.155;0.231;0.09;0.018;12.83333333;2.566666667;-2.654813126
RESENDE;0.568008931;1.721095242;0.9141618;0.2;6;4.35;0.531675704;113.5;0.652273528;0.091096534;244.2137541;5.498043883;48842.75082;10.79636125;8;798.040107;0.539729352;0.430462827;0.504375991;0.417155184;0.275977433;0.531053929;0.358802146;0.360373752;0.834466963;6.675735701;0.616833548;0.811950047;0.613007508;128.3983327;26.04666669;14.33500002;89.68;0.6335;550;35;5;0.876190476;1.876273584;-387.2353134;0.074576965;0.057861189;42;1.155;0.231;0.09;0.018;12.83333333;2.566666667;-2.654813126
RESENDE;0.485142676;1.721095242;0.9141618;0.2;6;4.35;0.684590311;113.5;0.652273528;0.091096534;369.4978161;5.91214483;73899.56321;11.2104622;18;1333.453006;0.541431066;0.341539192;-1.3958767;-0.875073176;-0.669984511;-1.013827708;-0.906155024;-0.698696128;0.784915295;14.1284753;0.573279955;0.776453204;0.417898359;128.3983327;26.04666669;14.33500002;89.68;0.6335;550;35;5;0.94789916;2.701402311;-387.2353134;-0.078449522;-0.034963065;42;1.155;0.231;0.09;0.018;12.83333333;2.566666667;-2.654813126
RESENDE;0.550947867;1.721095242;0.9141618;0.2;6;4.35;0.976861902;113.5;0.652273528;0.091096534;344.1035151;5.840942528;68820.70302;11.13925989;10;834.217023;0.231900217;0.285108747;-1.11905267;-0.417480572;-0.955014619;-0.972441751;-0.505151936;-0.973212217;0.792074723;7.920747233;0.25766691;0.778678786;0.456507806;128.3983327;26.04666669;14.33500002;89.68;0.6335;550;35;5;0.96969697;2.25385759;-387.2353134;-0.236879485;0.085919629;42;1.155;0.231;0.09;0.018;12.83333333;2.566666667;-2.654813126
RESENDE;0.43848874;1.721095242;0.9141618;0.2;6;4.35;0.529526641;113.5;0.652273528;0.091096534;212.9861907;5.361227331;42597.23814;10.6595447;13;1141.005592;0.603663495;0.32574532;0.280557936;0.555673114;-0.820159333;0.231447906;0.567758225;-0.773403493;0.835528026;10.86186434;0.653968788;0.824865674;0.446802674;128.3983327;26.04666669;14.33500002;89.68;0.6335;550;35;5;0.980952381;2.523210953;-387.2353134;0.022346025;-0.157244043;42;1.155;0.231;0.09;0.018;12.83333333;2.566666667;-2.654813126
